Bharti Public School(Residential),Nur.,7,Chitrakut Bihar Colony Bhagwat Nagar Kumharar,800026,English,Unecognised,Private unaided,Low Cost
Litera Valley School,Nur.,10,Bhagwat Nagar Kumharar Patna,800026,English,Recognised,Private unaided,Higher Cost
Adarsh International School,Nur.,5,Mangal Chowk Khemni Chak Patna,800027,English,Unecognised,Private unaided,Low Cost
Delhi Model High School,Nur.,8,Khemnichak before Golki More Patna,800027,English,Unecognised,Private unaided,Higher Cost
C.D.Public School,Nur.,5,"Adarsh Coloney Road No.- 5, Naya Chowk Patna",800027,English,Unecognised,Private unaided,Low Cost
Upkar Public School,Nur.,10,"A/38, Sachiwalay Coloney K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Nimbus International School,Nur.,7,"8M/2, B.H. Coloney Patna",800026,English,Unecognised,Private unaided,Low Cost
Divine Central School,Nur.,4,East A.D.M. Road Khemni Chak Patna,800027,English,Unecognised,Private unaided,Low Cost
Arti Shishu Pathsala,Nur.,4,New Karbigahiya G.P.O. Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Shikshayatan Public School,Nur.,6,"Postal Park Road no.- 4, Ram Nagari",800001,English,Unecognised,Private unaided,Low Cost
Sona Central High School,Nur.,7,Munsi Bhagat Path Postal Park Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Subham Convent,Nur.,6,Chandmari Road Lane K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Krishna Convent,Nur.,5,Vijay Nagar K.Bagh,800020,English,Unecognised,Private unaided,Low Cost
Navoday Shiksha Niketan,Nur.,7,Khemni chak near B.S.N.L. Tower,800027,English and Hindi,Unecognised,Private unaided,Low Cost
Bhabha Central School,Nur.,8,Khemnichak near B.S.N.L. Tower,800027,English and Hindi,Unecognised,Private unaided,Affordable
Kiddy Garden Cristian School,Nur.,6,"Yarpur Road No.- 1, Patna",800001,English,Unecognised,Private unaided,Affordable
Vidya Society School,Nur.,10,Kachi Talab Gardanibagh Patna,800001,English,Unecognised,Private unaided,Low Cost
B.Mount Convent Academy,Nur.,7,Nehru Lane Mithapur B Area Patna,800001,English,Unecognised,Private unaided,Low Cost
ST. J.R. Memorial Academy,Nur.,6,Bangali Road Mithapur B Area,800001,English,Unecognised,Private unaided,Low Cost
New Talent Public School,Nur.,8,Rastriya Ganj Phulwari Sharif Patna,800005,English,Unecognised,Private unaided,Affordable
S.R. Vidyapeeth,Nur.,7,Mithapur Khagul Road,800001,English,Unecognised,Private unaided,Affordable
Sned Public School,Nur.,6,New Purandarpur Old Police Chowki Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
K.N.ST. France School,Nur.,7,Yarpur Khagul Road Patna,800001,English,Unecognised,Private unaided,Low Cost
Vivekanand Memorial Academy,Nur.,10,New Jakkanpur near Shiv Mandir Patna,800001,English,Unecognised,Private unaided,Higher Cost
Doon Residential Public School,Nur.,10,Jay prakash nagar sipara patna,800001,English,Unecognised,Private unaided,Affordable
ST. Mary's Primary School,1,7,"Rajendra Nagar Road No.- 11D, Patna",800016,English,Unecognised,Private unaided,Affordable
Prepatory School,Nur.,10,"Rajendra Nagar Road No.- 6B, Patna",800016,English,Unecognised,Private unaided,Low Cost
Bharat High School,1,8,"Rajendra Nagar Road No.- 10E, Patna",800016,English and Hindi,Unecognised,Private unaided,Affordable
Raj Kumar Singh Kannaya Ucchya Vidayala,6,10,Lal Imli near Lal Phatak Chowk Sikarpur Patna City,800008,English and Hindi,Recognised,Private unaided,
The Capital Convent,Nur.,8,Babu Bhoothnath Ashram Hajiganj Opp. Lucky Biscuit,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Vidyanand Academy,Nur.,5,Langur Gali Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sri Vivekanand Madhya Vidyalay,1,6,Mahavir Sthan Kahartoli Chowk Sikarpur Patna City,800008,Hindi,Recognised,Private unaided,
Sri Chitragupt Academy,Nur.,8,Lal Imli near Lal Phatak Chowk Sikarpur Patna City,800009,English,Unecognised,Private unaided,Low Cost
Progressive English School,Nur.,7,Nagarnausa Kothi Makhania Kuan Patna,800004,English,Unecognised,Private unaided,Low Cost
National Education Academy,Nur.,8,Sahdara Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
City Convent,Nur.,5,Ganesh Lal Road Chipli Tola Hajiganj Patna City,800009,Hindi,Unecognised,Private unaided,Low Cost
Rastya Vikas High School,Nur.,7,P.Coloney near Hanuman Coloney Don Bosco Road Patna,800011,English,Unecognised,Private unaided,Low Cost
Ashadeep Rehabilitation Center of the Handicapped,Nur.,9,Fairfield Coloney Digha Ghat Patna,800011,Hindi,Unecognised,Private unaided,Affordable
ST. Francis National School,Nur.,10,Indira Puri Sipara Patna,800020,English,Unecognised,Private unaided,Low Cost
Central Children Academy,Nur.,10,Khagaul Road near Biscuit Factorey Phulwarisharif Patna,800005,English,Unecognised,Private unaided,Low Cost
Adharshila Public School,Nur.,10,"S.K./9, Malahi Pakdi Chowk K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Sanjay Public School,Nur.,5,"P-537, Malahi Pakri K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Central ST. Michael High School,Nur.,5,Sanjay Gandhi Nagar Kali Mandir Road Hanuman Nagar,800020,English,Unecognised,Private unaided,Low Cost
Kids Care School,Nur.,4,"Hanuman Nagar Dwarika Puri Road no.- 03, K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Dadhichi Anglo Vedic School,Nur.,5,Yogipur K.Bagh Patna,800020,English,Unecognised,Private unaided,Low Cost
Magadh Senior Secondary School,Nur.,8,"M.I.G. 233, Malahi Pakri K.Bagh Patna",800020,English,Unecognised,Private aided,Low Cost
Adhunik Pathsala,Nur.,7,Sachiwalay Coloney K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Model Adilade Convent School,Nur.,6,Chitragupt Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
St. Mariyam English School,Nur.,7,"Alam Market, Patthar ki Masjid, Sultan Ganj, Patna",800006,English and Hindi,Unecognised,Private unaided,Low Cost
Prakritik School,Nur.,8,Jay prakash nagar sipara patna,800020,English,Unecognised,Private unaided,Higher Cost
West Point Public School,Nur.,8,"1/4, Ashiana Nagar Patna",800025,English and Hindi,Unecognised,Private unaided,Affordable
Ashiana Residential Moral School,Nur.,8,Assiana Nagar post office building Patna,800025,English,Unecognised,Private unaided,Affordable
west point Girls High School,Nur.,10,Smanpura near Razabazar Zamil Compound,800026,English,Unecognised,Private unaided,Higher Cost
ST. Josephs Prep School,1,8,Govind Mitra Road Patna,800004,English and Hindi,Unecognised,Private unaided,Higher Cost
ST. Joseph's English High School,Nur.,7,Makhaniya Kuan Patna,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Rose Merry Public School,Nur.,5,Ramna Road Patna,800004,English,Unecognised,Private unaided,Low Cost
St. George Academey,Nur.,7,Tamtam Paraw Phulwarsharif Patna,800005,English,Unecognised,Private unaided,Affordable
Arora International School,Nur.,8,Hajiganj Patna City,800008,English,Unecognised,Private unaided,Higher Cost
Jesus Christ School,Nur.,5,"C/166, Police Coloney Anisabad Patna",800002,English,Unecognised,Private unaided,Affordable
D.N.Public School,Nur.,5,Mitramandal Coloney Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
The Duke School,Nur.,10,Noorpur Katra Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Vivekanand Public School,Nur.,5,Panchmukhi Chauraha Rikabganj Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Daffodil Public School,Nur.,7,Katra Bazar Patna City,800008,English,Unecognised,Private unaided,Low Cost
Gurukul Convent,Nur.,5,Rakibganj Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Junior ST. Michel School,Nur.,7,Chanakyapuri Razabazar P.O.- BBC,800014,English,Unecognised,Private unaided,Affordable
Prakdle Public School,Nur.,7,Indrapuri near Jagdish Apartment Razabazar Belly Road Patna ,800014,English,Unecognised,Private unaided,Low Cost
S.P.Public Memorial,Nur.,8,Chandmari Road K.Bagh Patna,800020,English,Unecognised,Private unaided,Higher Cost
ST.Mark Academy,Nur.,10,Chandmari Road K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
CPS International Public School,Nur.,5,"South Tarkeshwar Path, Chiriatad Patna",800020,English,Unecognised,Private unaided,Low Cost
L.S.Academy High School,Nur.,10,Chandmari Road K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
National English School,Nur.,5,Noorpur Katra Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Maxwell High School,Nur.,10,"B-111, Alinagar Anisabad Patna",800002,English and Hindi,Unecognised,Private unaided,Higher Cost
Emmanuel Mission Public School,1,8,Balmichak Gardani bagh Patna,800002,English,Unecognised,Private unaided,Affordable
Sarswati Vidya Niketan,Nur.,5,Khojai Imali Mazor Phulwarshariff Patna,800002,Hindi,Unecognised,Private unaided,Low Cost
Crescent Sainaik Academy,Nur.,5,Harson Nagar PHULWARISHARIFF Patna,800002,English,Unecognised,Private unaided,Low Cost
Maxwell Public School,Nur.,5,"B-79, Kankarbagh Patna",800020,English,Unecognised,Private unaided,Affordable
ST. Michael's High School,Nur.,10,"A/16, Housing Coloney Kankarbagh Patna",800020,English,Unecognised,Private unaided,Affordable
Kautilya Public School,Nur.,8,Ali Nagar Anisabad Patna,800002,English,Unecognised,Private unaided,Affordable
ST. Paul's International School,Nur.,10,M.I.G. 41 Kankarbagh Lohiya Nagar Patna,800020,English,Unecognised,Private unaided,Affordable
Gyan Niketan Academy,Nur.,5,Maharaj ki dhehuri Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
S.Raza Girls High School,Nur.,10,Ali Nagar Anisabad Patna,800002,English,Unecognised,Private unaided,Higher Cost
S.Raza High School,Nur.,7,Ali Nagar Anisabad Patna,800002,English,Unecognised,Private unaided,Higher Cost
New Horizon Academy,Nur.,7,Ali Nagar Anisabad Patna,800002,English,Unecognised,Private unaided,Affordable
Mother Teresa Mission School,Nur.,7,"O/P, B-26 Police Coloney Anisabad Patna",800002,English,Unecognised,Private unaided,Affordable
Gyan Joyti  ,Nur.,8,Police coloney Paharpur Anisabad Patna,800002,English,Unecognised,Private unaided,Affordable
Gyan Joyti Montesorri School,Nur.,5,Mitramandal Coloney Anishabad Patna,800002,English,Unecognised,Private unaided,Affordable
